EGARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.014,-0.097,-0.021,-0.026,-0.367,-0.015,-0.013,-0.001,-0.090,-0.012,-0.017,0.001,-0.019,-0.025,-0.017,-0.018,-5.068,-0.035,-0.033,-0.012,-0.021,-0.001,-0.025,-0.026,-0.221,-0.042,-0.270,-0.026,0.000,0.000,-0.012,-16.454,-0.022,-0.442,-1.366,-0.012,0.000,-0.018,-0.011,-0.010
-0.018,-0.060,-0.020,-0.027,-0.348,-0.015,-0.013,-0.001,-0.085,-0.012,-0.017,0.001,-0.019,-0.026,-0.018,-0.016,-5.085,-0.032,-0.030,-0.012,-0.019,-0.001,-0.025,-0.026,-0.070,-0.030,-0.255,-0.026,0.000,0.000,-0.014,-16.614,-0.023,-0.406,-7.664,-0.012,0.000,-0.017,-0.011,-0.010
-0.018,-0.041,-0.020,-0.028,-0.347,-0.014,-0.013,-0.001,-0.080,-0.013,-0.017,0.001,-0.019,-0.025,-0.018,-0.016,-5.110,-0.029,-0.029,-0.011,-0.018,-0.001,-0.025,-0.027,-0.038,-0.029,-0.250,-0.025,0.000,0.000,-0.016,-16.367,-0.022,-0.373,-28.364,-0.012,0.000,-0.017,-0.011,-0.010
-0.019,-0.031,-0.020,-0.028,-0.343,-0.014,-0.013,-0.001,-0.078,-0.013,-0.017,0.001,-0.019,-0.026,-0.018,-0.016,-5.154,-0.028,-0.025,-0.011,-0.017,-0.001,-0.024,-0.028,-0.021,-0.029,-0.236,-0.025,0.000,0.000,-0.016,-17.128,-0.022,-0.348,-123.399,-0.012,0.000,-0.017,-0.012,-0.011
-0.019,-0.026,-0.020,-0.027,-0.316,-0.014,-0.014,-0.001,-0.070,-0.013,-0.016,0.001,-0.019,-0.025,-0.019,-0.016,-5.373,-0.028,-0.025,-0.010,-0.017,-0.001,-0.024,-0.028,-0.019,-0.028,-0.227,-0.025,0.000,0.000,-0.016,-16.926,-0.022,-0.317,-313.640,-0.012,0.000,-0.016,-0.012,-0.011
-0.018,-0.023,-0.020,-0.028,-0.314,-0.014,-0.014,-0.001,-0.069,-0.013,-0.016,0.001,-0.018,-0.026,-0.019,-0.016,-5.476,-0.027,-0.023,-0.010,-0.016,-0.001,-0.024,-0.027,-0.016,-0.029,-0.221,-0.025,0.000,0.000,-0.016,-16.913,-0.022,-0.295,-901.960,-0.011,0.000,-0.016,-0.011,-0.010
-0.019,-0.020,-0.020,-0.028,-0.305,-0.013,-0.014,-0.001,-0.065,-0.013,-0.016,0.001,-0.019,-0.026,-0.018,-0.016,-5.439,-0.026,-0.022,-0.010,-0.016,-0.001,-0.024,-0.028,-0.016,-0.029,-0.206,-0.025,0.000,0.000,-0.016,-16.609,-0.022,-0.285,-2462.054,-0.012,0.000,-0.016,-0.012,-0.010
-0.019,-0.019,-0.020,-0.027,-0.302,-0.014,-0.014,-0.001,-0.062,-0.013,-0.016,0.001,-0.019,-0.027,-0.019,-0.016,-5.541,-0.026,-0.020,-0.010,-0.016,-0.001,-0.025,-0.028,-0.014,-0.028,-0.200,-0.024,0.000,0.000,-0.017,-16.600,-0.022,-0.255,-7031.805,-0.012,0.000,-0.016,-0.011,-0.010
-0.019,-0.018,-0.020,-0.028,-0.289,-0.013,-0.014,-0.001,-0.059,-0.013,-0.016,0.001,-0.019,-0.026,-0.020,-0.016,-5.670,-0.025,-0.020,-0.009,-0.017,-0.001,-0.024,-0.029,-0.014,-0.029,-0.193,-0.025,0.000,0.000,-0.017,-17.110,-0.022,-0.239,-16587.907,-0.012,0.000,-0.017,-0.012,-0.010
-0.019,-0.018,-0.021,-0.028,-0.283,-0.013,-0.014,-0.001,-0.056,-0.013,-0.016,0.001,-0.019,-0.026,-0.020,-0.016,-5.710,-0.025,-0.019,-0.010,-0.016,-0.001,-0.024,-0.029,-0.015,-0.028,-0.186,-0.025,0.000,0.000,-0.017,-16.887,-0.022,-0.233,-61059.837,-0.011,0.000,-0.016,-0.012,-0.010
garch_simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0137555,-0.0923012,-0.0202473,-0.0310887,-0.0198813,-0.0139652,-0.0107400,-0.0124526,-0.0075199,-0.0081447,-0.0158226,-0.0535211,-0.0184222,-0.0223251,-0.0194855,-0.0138965,-0.0151168,-0.0215455,-0.0146554,-0.0089572,-0.0172065,-0.0229960,-0.0183938,-0.0169720,-0.0307701,-0.0318404,-0.0346866,-0.0273509,-0.0180300,-0.0092999,-0.0157023,-0.0298188,-0.0221003,-0.0323993,-0.0311237,-0.0169301,-0.0284046,-0.0151362,-0.0112610,-0.0090916
-0.0160124,-0.0721227,-0.0200339,-0.0314715,-0.0200863,-0.0138927,-0.0119773,-0.0125094,-0.0074398,-0.0081783,-0.0156087,-0.0477632,-0.0189804,-0.0234047,-0.0194677,-0.0140796,-0.0147517,-0.0215455,-0.0139187,-0.0089572,-0.0148063,-0.0230534,-0.0186516,-0.0174360,-0.0318086,-0.0275705,-0.0334374,-0.0276208,-0.0186874,-0.0096420,-0.0156325,-0.0315421,-0.0216706,-0.0324698,-0.0301935,-0.0172605,-0.0282532,-0.0150606,-0.0111364,-0.0089408
-0.0166998,-0.0585473,-0.0199341,-0.0315231,-0.0211027,-0.0137467,-0.0114204,-0.0125094,-0.0076177,-0.0082798,-0.0157807,-0.0385333,-0.0190080,-0.0227576,-0.0193078,-0.0140774,-0.0152299,-0.0212695,-0.0138092,-0.0092593,-0.0152338,-0.0235508,-0.0189268,-0.0175856,-0.0318768,-0.0264041,-0.0322988,-0.0277021,-0.0187223,-0.0100947,-0.0159609,-0.0308926,-0.0213503,-0.0337999,-0.0302391,-0.0169301,-0.0287518,-0.0155882,-0.0111364,-0.0091538
-0.0173334,-0.0487145,-0.0202601,-0.0312418,-0.0201011,-0.0136773,-0.0120981,-0.0125094,-0.0076183,-0.0083935,-0.0152915,-0.0350914,-0.0189816,-0.0222891,-0.0199611,-0.0138723,-0.0154148,-0.0212695,-0.0135498,-0.0092593,-0.0149725,-0.0231676,-0.0188676,-0.0179641,-0.0309680,-0.0272415,-0.0317092,-0.0281757,-0.0181313,-0.0102565,-0.0158550,-0.0331889,-0.0210802,-0.0326105,-0.0312651,-0.0169301,-0.0283904,-0.0154387,-0.0111364,-0.0090561
-0.0173927,-0.0413132,-0.0202326,-0.0312926,-0.0205792,-0.0138863,-0.0128192,-0.0125094,-0.0077601,-0.0082564,-0.0152183,-0.0313103,-0.0189810,-0.0228224,-0.0202522,-0.0141332,-0.0155090,-0.0215455,-0.0137386,-0.0092486,-0.0159055,-0.0232245,-0.0188626,-0.0177636,-0.0310890,-0.0269733,-0.0304898,-0.0281711,-0.0185052,-0.0103463,-0.0162987,-0.0326135,-0.0212014,-0.0339454,-0.0310390,-0.0169301,-0.0289868,-0.0155555,-0.0111364,-0.0091997
