-1.164150124997391345e+00,2.606458921484683808e-13,-2.306219143567139529e+00,-9.988848219686469188e-01,-1.383791322052066564e+00,8.787777797692289949e-01
-1.083781306973207847e+00,2.816159445394069703e-13,-2.342140836606111165e+00,-1.002582088386237746e+00,-1.373870785466848599e+00,9.383721884058507934e-01
-1.106743826408688625e+00,1.907037993899696541e-13,-2.269549081923188716e+00,-9.938964466433258815e-01,-1.349345014464504278e+00,8.191833711326061973e-01
-1.626270828636447341e+00,9.692070845033961623e-14,-2.381056004064998177e+00,-9.889667580865381113e-01,-1.358438839667620801e+00,5.212113279494962059e-01
-1.804230354261425084e+00,-3.690102980611453981e-14,-2.148313367916658390e+00,-9.716541613692477597e-01,-1.306356022595226873e+00,-8.196628663744983667e-01
-1.979319564956968369e+00,-1.237827439910380750e-13,-2.175254637695887450e+00,-9.629685196263358948e-01,-1.300844613381216819e+00,-1.504998565695650381e+00
-1.827192873696906528e+00,-9.717140804734730824e-14,-2.077218350443692962e+00,-9.543415646519572970e-01,-1.273287567311166990e+00,-1.653984587287205432e+00
-1.620530198777577091e+00,-1.180693686273258283e-13,-2.252336604008681409e+00,-9.573932766156830754e-01,-1.274389849153969134e+00,-1.385809748422406784e+00
-1.557383270330004121e+00,4.132515099640456252e-14,-2.089940616728328759e+00,-9.710086069153827104e-01,-1.316000988719744136e+00,-1.207026522512540501e+00
-9.517468202191919913e-01,1.610677687221426721e-13,-2.105656357432879044e+00,-9.747058733329735380e-01,-1.305529311213125210e+00,-2.237187800082785782e-01
-9.488765052897565333e-01,2.745741295533433824e-13,-1.948498950387376638e+00,-9.840370695297503412e-01,-1.319858975169551085e+00,4.914141236311858618e-01
-7.651763498059085400e-01,3.722255040642259215e-13,-1.954485899227205392e+00,-9.920771568187971567e-01,-1.345211457553996848e+00,1.146952618634027532e+00
-1.086651621902642750e+00,3.042739429408825398e-13,-1.854204506160074928e+00,-9.964199776902530337e-01,-1.341077900643489418e+00,5.808057365861191146e-01
-1.462662877658645000e+00,1.925978241568031016e-13,-2.024832548095191864e+00,-1.000117244107843861e+00,-1.347140450778900433e+00,5.510085322678076603e-01
-1.448311303011469375e+00,1.531545920934714243e-13,-1.898358253853811295e+00,-9.865019138081442263e-01,-1.304151458909622807e+00,5.808057365861191146e-01
-1.543031695682828497e+00,1.407121737247654084e-13,-1.955234267832183681e+00,-9.852694916689472837e-01,-1.315449847798343175e+00,4.020225106762527201e-01
-1.531550435965087775e+00,3.867130426594035878e-14,-1.928292998052954843e+00,-9.635553873116677881e-01,-1.262815889804548286e+00,-3.131103929632106930e-01
-1.901821061862219775e+00,-2.939394758726737867e-14,-1.944008738757504906e+00,-9.654333639047297799e-01,-1.284034815278486397e+00,-5.514880275096988305e-01
-1.666455237648538867e+00,-1.211083574162196871e-13,-1.815289338701188582e+00,-9.443648140013153336e-01,-1.222031461620874504e+00,-1.922159426152004968e+00
-1.798489724402555279e+00,-1.002606993424276189e-13,-1.759161693327794929e+00,-9.555153000226210835e-01,-1.236912266498701340e+00,-1.445404157059028583e+00
-1.276092407245361438e+00,1.034290097795360922e-13,-1.834746922430631866e+00,-9.654333639047297799e-01,-1.279901258367978967e+00,-7.600684577378755691e-01
-9.373952455720162558e-01,2.052488615846778593e-13,-1.817534444516124337e+00,-9.722410290545796530e-01,-1.274940990075370095e+00,7.425326317483135763e-02
-8.197123334651756910e-01,3.019029662036792810e-13,-1.947002213177419616e+00,-9.852694916689472837e-01,-1.292301929099501479e+00,1.146952618634027532e+00
-5.642543047454494642e-01,4.228690203401442452e-13,-1.914073994558361580e+00,-9.889667580865381113e-01,-1.316000988719744136e+00,1.564113479090381009e+00
-1.075170362184902473e+00,2.733299650381137276e-13,-1.772632328217409459e+00,-9.951288687825228241e-01,-1.316827700101845577e+00,7.297917581776740548e-01
-1.416737838787682557e+00,1.607666732004579546e-13,-2.049528712059485169e+00,-1.000117244107843861e+00,-1.326197095765662581e+00,1.236344231588960785e+00
-1.221556423586093842e+00,1.862373955420456573e-13,-1.801818703811574052e+00,-9.945420010971910418e-01,-1.275216560536070576e+00,1.236344231588960785e+00
-1.488495712023560902e+00,9.297280419139490372e-14,-1.888629461989089986e+00,-9.827459606220202426e-01,-1.289821794953196932e+00,2.828336934030091232e-01
-1.528680121035652872e+00,6.862604317733954706e-14,-1.718001420053972828e+00,-9.647878094508647306e-01,-1.239667971105706368e+00,1.636448761297645549e-01
-1.818581928908600709e+00,-1.108966835572621575e-13,-1.822773024750974358e+00,-9.518180336050302559e-01,-1.226716159452783117e+00,-1.296418135467473753e+00
-1.692288072013455213e+00,-1.665223459829051701e-13,-1.718001420053972828e+00,-9.400219931298594567e-01,-1.179869181133698541e+00,-1.564592974332273290e+00
-1.660714607789668618e+00,-6.032851633553809451e-14,-1.741949215413287400e+00,-9.511724791511652066e-01,-1.223684884385077609e+00,-1.087837705239296904e+00
-1.362201855128415406e+00,-4.309164849607927757e-16,-1.769638853797494749e+00,-9.617360974871389523e-01,-1.236912266498701340e+00,-1.087837705239296904e+00
-1.006282803878459253e+00,1.952651417302094833e-13,-1.756168218907880663e+00,-9.703630524615175501e-01,-1.261162467040345181e+00,1.636448761297645549e-01
-9.431358754308862835e-01,2.952116491930768857e-13,-1.776374171242302236e+00,-9.858563593542791770e-01,-1.279350117446578006e+00,9.085749840875393391e-01
-5.728652495337547279e-01,3.307656327099173523e-13,-1.721743263078865604e+00,-9.870887814934761195e-01,-1.276043271918172017e+00,5.510085322678076603e-01
-1.261740832598185813e+00,2.315249322487305471e-13,-1.739704109598351423e+00,-9.976523998294499762e-01,-1.289270654031795971e+00,9.979665970424725918e-01
-1.416737838787682557e+00,1.355598353794438530e-13,-1.919312574793211601e+00,-1.000117244107843861e+00,-1.294782063245805803e+00,1.206547027270649330e+00
-1.336369020763499060e+00,1.776026532341925738e-13,-1.688815044459808234e+00,-9.877343359473411688e-01,-1.258406762433340154e+00,9.383721884058507934e-01
-1.382294059634461281e+00,6.033646402875867919e-14,-1.755419850302901930e+00,-9.821590929366883493e-01,-1.245454950780416903e+00,2.530364890846977244e-01
-1.772656890037638933e+00,-8.867521978864733520e-14,-1.588533651392677770e+00,-9.617360974871389523e-01,-1.195852267854327300e+00,-8.196628663744983667e-01
-1.853025708061822430e+00,-1.895042216721594396e-13,-1.551115221143748446e+00,-9.493531893266363708e-01,-1.163886094413069561e+00,-1.296418135467473753e+00
